Datetime,Open,High,Low,Close,Adj Close,Volume
2022-03-19 23:00:00+00:00,41954.7578125,41954.7578125,41924.52734375,41924.52734375,41924.52734375,0
2022-03-19 23:05:00+00:00,41922.48828125,41966.70703125,41922.48828125,41966.70703125,41966.70703125,13113344
2022-03-19 23:10:00+00:00,41982.6328125,41982.6328125,41963.6953125,41963.6953125,41963.6953125,34471936
2022-03-19 23:15:00+00:00,41976.66796875,42044.390625,41976.66796875,42044.390625,42044.390625,29233152
2022-03-19 23:20:00+00:00,42057.3671875,42116.2421875,42057.3671875,42116.2421875,42116.2421875,47128576
2022-03-19 23:25:00+00:00,42148.11328125,42152.88671875,42136.765625,42152.88671875,42152.88671875,0
2022-03-19 23:30:00+00:00,42148.0,42163.55859375,42148.0,42162.94921875,42162.94921875,17750016
2022-03-19 23:35:00+00:00,42171.18359375,42171.18359375,42120.953125,42131.796875,42131.796875,1761280
2022-03-19 23:40:00+00:00,42175.2890625,42182.671875,42169.625,42169.625,42169.625,73496576
2022-03-19 23:45:00+00:00,42158.8828125,42158.8828125,42147.296875,42149.59765625,42149.59765625,21923840
2022-03-19 23:50:00+00:00,42143.04296875,42170.25,42143.04296875,42170.25,42170.25,12709888
2022-03-19 23:55:00+00:00,42163.1171875,42189.9375,42163.1171875,42189.9375,42189.9375,16066560
2022-03-20 00:00:00+00:00,42191.40625,42206.421875,42191.40625,42204.77734375,42204.77734375,0
2022-03-20 00:05:00+00:00,42206.54296875,42226.30078125,42206.54296875,42209.3828125,42209.3828125,46243840
2022-03-20 00:10:00+00:00,42213.671875,42213.671875,42195.9765625,42201.03125,42201.03125,68265984
2022-03-20 00:15:00+00:00,42207.9765625,42241.1640625,42207.9765625,42241.1640625,42241.1640625,11593728
2022-03-20 00:20:00+00:00,42229.9375,42233.73828125,42212.93359375,42212.93359375,42212.93359375,55744512
2022-03-20 00:25:00+00:00,42202.4296875,42202.4296875,42149.8671875,42149.8671875,42149.8671875,6889472
2022-03-20 00:30:00+00:00,42151.87890625,42151.87890625,42133.41015625,42133.41015625,42133.41015625,0
2022-03-20 00:35:00+00:00,42093.3359375,42093.3359375,42040.765625,42040.765625,42040.765625,21483520
2022-03-20 00:40:00+00:00,42042.625,42067.359375,42042.625,42067.359375,42067.359375,15892480
2022-03-20 00:45:00+00:00,42069.90625,42069.90625,42036.125,42036.125,42036.125,0
2022-03-20 00:50:00+00:00,42025.6796875,42045.0859375,42025.6796875,42045.0859375,42045.0859375,0
2022-03-20 00:55:00+00:00,42026.10546875,42027.51171875,42014.44140625,42014.44140625,42014.44140625,9582592
2022-03-20 01:00:00+00:00,42021.10546875,42042.87109375,42021.10546875,42042.87109375,42042.87109375,0
2022-03-20 01:05:00+00:00,42038.8828125,42040.0234375,42037.04296875,42039.15625,42039.15625,15900672
2022-03-20 01:10:00+00:00,42037.078125,42037.078125,42004.63671875,42004.63671875,42004.63671875,0
2022-03-20 01:15:00+00:00,41994.05859375,41994.05859375,41948.3984375,41948.3984375,41948.3984375,8101888
2022-03-20 01:20:00+00:00,41922.9140625,41930.046875,41912.078125,41913.92578125,41913.92578125,89083904
2022-03-20 01:25:00+00:00,41909.23828125,41941.81640625,41909.23828125,41931.9296875,41931.9296875,6766592
2022-03-20 01:30:00+00:00,41914.0390625,41914.0390625,41867.78125,41867.78125,41867.78125,11995136
2022-03-20 01:35:00+00:00,41868.2890625,41877.82421875,41864.20703125,41871.26953125,41871.26953125,21868544
2022-03-20 01:40:00+00:00,41866.6640625,41866.6640625,41851.6484375,41857.28515625,41857.28515625,0
2022-03-20 01:45:00+00:00,41866.0703125,41891.546875,41864.6484375,41891.546875,41891.546875,87148544
2022-03-20 01:50:00+00:00,41935.57421875,41935.57421875,41931.12890625,41931.12890625,41931.12890625,59832320
2022-03-20 01:55:00+00:00,41936.24609375,41942.390625,41934.92578125,41942.390625,41942.390625,11266048
2022-03-20 02:00:00+00:00,41940.80859375,41957.69921875,41936.45703125,41936.45703125,41936.45703125,0
2022-03-20 02:05:00+00:00,41978.22265625,41981.7890625,41978.22265625,41978.28125,41978.28125,10956800
2022-03-20 02:10:00+00:00,41976.53125,41976.53125,41976.53125,41976.53125,41976.53125,0
2022-03-20 02:15:00+00:00,41987.890625,42003.296875,41987.890625,42003.296875,42003.296875,18452480
2022-03-20 02:20:00+00:00,42004.44140625,42013.25390625,41997.6328125,41997.6328125,41997.6328125,3840000
2022-03-20 02:25:00+00:00,42002.0546875,42002.0546875,41952.16015625,41952.16015625,41952.16015625,84682752
2022-03-20 02:30:00+00:00,41944.81640625,41944.81640625,41916.44140625,41916.44140625,41916.44140625,0
2022-03-20 02:35:00+00:00,41906.0859375,41906.0859375,41880.65234375,41880.65234375,41880.65234375,0
2022-03-20 02:40:00+00:00,41850.15625,41850.15625,41839.91015625,41839.91015625,41839.91015625,17897472
2022-03-20 02:45:00+00:00,41847.5703125,41873.7578125,41847.5703125,41873.7578125,41873.7578125,56676352
2022-03-20 02:50:00+00:00,41863.3125,41863.3125,41834.24609375,41834.4609375,41834.4609375,27645952
2022-03-20 02:55:00+00:00,41839.98828125,41849.640625,41832.43359375,41849.640625,41849.640625,30341120
2022-03-20 03:00:00+00:00,41851.52734375,41883.10546875,41851.52734375,41883.10546875,41883.10546875,0
2022-03-20 03:05:00+00:00,41905.0234375,41911.36328125,41905.0234375,41911.36328125,41911.36328125,38662144
2022-03-20 03:10:00+00:00,41916.84765625,41919.97265625,41895.30078125,41895.30078125,41895.30078125,3991552
2022-03-20 03:15:00+00:00,41883.42578125,41911.7421875,41883.42578125,41911.7421875,41911.7421875,0
2022-03-20 03:20:00+00:00,41906.44921875,41915.40625,41906.44921875,41915.40625,41915.40625,11198464
2022-03-20 03:25:00+00:00,41922.52734375,41922.52734375,41915.89453125,41919.39453125,41919.39453125,0
2022-03-20 03:30:00+00:00,41930.90234375,41943.76171875,41930.90234375,41943.29296875,41943.29296875,0
2022-03-20 03:35:00+00:00,41944.046875,41957.30859375,41944.046875,41956.25390625,41956.25390625,19220480
2022-03-20 03:40:00+00:00,41951.64453125,41969.3125,41951.64453125,41968.25390625,41968.25390625,24473600
2022-03-20 03:45:00+00:00,41968.91015625,41971.09765625,41950.17578125,41950.17578125,41950.17578125,0
2022-03-20 03:50:00+00:00,41958.14453125,41983.4140625,41958.14453125,41982.8671875,41982.8671875,0
2022-03-20 03:55:00+00:00,41978.421875,41978.421875,41937.6875,41940.75,41940.75,0
2022-03-20 04:00:00+00:00,41957.11328125,41957.11328125,41925.484375,41925.484375,41925.484375,0
2022-03-20 04:05:00+00:00,41918.7578125,41925.3984375,41918.7578125,41925.3984375,41925.3984375,0
2022-03-20 04:10:00+00:00,41933.38671875,41954.3828125,41933.38671875,41954.3828125,41954.3828125,9676800
2022-03-20 04:15:00+00:00,41949.84765625,41949.84765625,41913.90234375,41913.90234375,41913.90234375,3682304
2022-03-20 04:20:00+00:00,41912.34375,41920.23828125,41912.34375,41914.05078125,41914.05078125,1519616
2022-03-20 04:25:00+00:00,41906.1484375,41936.60546875,41906.1484375,41935.06640625,41935.06640625,147392512
2022-03-20 04:30:00+00:00,41923.9296875,41923.9296875,41900.83203125,41900.83203125,41900.83203125,0
2022-03-20 04:35:00+00:00,41907.05859375,41922.5,41906.359375,41922.5,41922.5,1425408
2022-03-20 04:40:00+00:00,41930.22265625,41937.60546875,41930.22265625,41936.234375,41936.234375,0
2022-03-20 04:45:00+00:00,41937.69140625,41937.69140625,41920.359375,41920.359375,41920.359375,0
2022-03-20 04:50:00+00:00,41914.2109375,41914.2109375,41908.56640625,41908.56640625,41908.56640625,0
2022-03-20 04:55:00+00:00,41897.5625,41897.5625,41875.2578125,41876.76171875,41876.76171875,0
2022-03-20 05:00:00+00:00,41879.7421875,41886.73046875,41858.68359375,41858.68359375,41858.68359375,0
2022-03-20 05:05:00+00:00,41859.296875,41887.9609375,41859.296875,41887.9609375,41887.9609375,12816384
2022-03-20 05:10:00+00:00,41895.44921875,41920.05859375,41895.44921875,41920.05859375,41920.05859375,25219072
2022-03-20 05:15:00+00:00,41920.890625,41920.890625,41917.96875,41919.35546875,41919.35546875,1499136
2022-03-20 05:20:00+00:00,41906.25390625,41906.59765625,41906.25390625,41906.59765625,41906.59765625,21336064
2022-03-20 05:25:00+00:00,41916.78515625,41916.78515625,41888.828125,41888.828125,41888.828125,0
2022-03-20 05:30:00+00:00,41886.38671875,41886.38671875,41836.015625,41840.46875,41840.46875,6965248
2022-03-20 05:35:00+00:00,41857.58203125,41858.6953125,41847.08203125,41858.6953125,41858.6953125,34842624
2022-03-20 05:40:00+00:00,41875.31640625,41882.93359375,41875.31640625,41882.93359375,41882.93359375,6985728
2022-03-20 05:45:00+00:00,41882.27734375,41882.27734375,41872.39453125,41872.39453125,41872.39453125,0
2022-03-20 05:50:00+00:00,41866.859375,41873.86328125,41866.859375,41873.86328125,41873.86328125,0
2022-03-20 05:55:00+00:00,41892.41015625,41902.6953125,41892.41015625,41899.88671875,41899.88671875,28250112
2022-03-20 06:00:00+00:00,41898.55078125,41898.55078125,41889.62890625,41889.62890625,41889.62890625,0
2022-03-20 06:05:00+00:00,41879.59375,41879.59375,41871.90625,41871.90625,41871.90625,0
2022-03-20 06:10:00+00:00,41871.7265625,41909.30859375,41871.7265625,41900.24609375,41900.24609375,17680384
2022-03-20 06:15:00+00:00,41902.75390625,41918.66015625,41902.75390625,41918.66015625,41918.66015625,8290304
2022-03-20 06:20:00+00:00,41933.42578125,41947.15625,41933.42578125,41946.34765625,41946.34765625,29470720
2022-03-20 06:25:00+00:00,41955.7421875,41970.875,41955.7421875,41967.3203125,41967.3203125,42405888
2022-03-20 06:30:00+00:00,41970.95703125,41972.84765625,41970.95703125,41972.84765625,41972.84765625,8826880
2022-03-20 06:35:00+00:00,41960.61328125,41960.61328125,41942.546875,41942.546875,41942.546875,7948288
2022-03-20 06:40:00+00:00,41941.12890625,41957.953125,41941.12890625,41957.953125,41957.953125,9900032
2022-03-20 06:45:00+00:00,41950.37890625,41955.01171875,41949.328125,41955.01171875,41955.01171875,13807616
2022-03-20 06:50:00+00:00,41957.05859375,41957.05859375,41937.09765625,41937.09765625,41937.09765625,3342336
2022-03-20 06:55:00+00:00,41929.26171875,41930.10546875,41923.27734375,41923.27734375,41923.27734375,1884160
2022-03-20 07:00:00+00:00,41923.58984375,41923.58984375,41906.01953125,41906.01953125,41906.01953125,0
2022-03-20 07:05:00+00:00,41918.37890625,41936.8671875,41918.37890625,41936.8671875,41936.8671875,139223040
2022-03-20 07:10:00+00:00,41935.6171875,41950.65625,41935.6171875,41950.65625,41950.65625,0
2022-03-20 07:15:00+00:00,41943.671875,41945.6796875,41931.3984375,41945.6796875,41945.6796875,0
2022-03-20 07:20:00+00:00,41930.4921875,41937.4453125,41930.4921875,41937.4453125,41937.4453125,0
2022-03-20 07:25:00+00:00,41931.25,41932.5703125,41927.91796875,41927.9453125,41927.9453125,0
2022-03-20 07:30:00+00:00,41925.08203125,41927.9140625,41920.421875,41927.9140625,41927.9140625,0
2022-03-20 07:35:00+00:00,41925.46875,41925.46875,41905.1015625,41908.55859375,41908.55859375,0
2022-03-20 07:40:00+00:00,41904.57421875,41911.63671875,41904.57421875,41911.63671875,41911.63671875,3577856
2022-03-20 07:45:00+00:00,41884.91796875,41884.91796875,41843.5859375,41843.5859375,41843.5859375,58036224
2022-03-20 07:50:00+00:00,41841.53515625,41850.578125,41841.53515625,41850.578125,41850.578125,8058880
2022-03-20 07:55:00+00:00,41851.88671875,41851.88671875,41850.11328125,41850.11328125,41850.11328125,0
2022-03-20 08:00:00+00:00,41855.55859375,41872.625,41855.55859375,41869.18359375,41869.18359375,0
2022-03-20 08:05:00+00:00,41873.84765625,41873.84765625,41852.3125,41852.7265625,41852.7265625,0
2022-03-20 08:10:00+00:00,41863.6328125,41880.75,41863.6328125,41876.5859375,41876.5859375,0
2022-03-20 08:15:00+00:00,41882.3359375,41899.8984375,41882.3359375,41899.8984375,41899.8984375,0
2022-03-20 08:20:00+00:00,41904.52734375,41905.328125,41900.51953125,41905.328125,41905.328125,5853184
2022-03-20 08:25:00+00:00,41907.8515625,41921.07421875,41907.8515625,41921.07421875,41921.07421875,11790336
2022-03-20 08:30:00+00:00,41923.12109375,41923.12109375,41911.70703125,41915.7578125,41915.7578125,27834368
2022-03-20 08:35:00+00:00,41926.6796875,41932.765625,41926.6796875,41932.765625,41932.765625,0
2022-03-20 08:40:00+00:00,41932.80859375,41932.80859375,41922.7421875,41922.7421875,41922.7421875,0
2022-03-20 08:45:00+00:00,41916.8203125,41916.8203125,41894.921875,41894.921875,41894.921875,0
2022-03-20 08:50:00+00:00,41903.65234375,41914.8671875,41903.65234375,41912.61328125,41912.61328125,0
2022-03-20 08:55:00+00:00,41897.76171875,41897.76171875,41891.875,41895.72265625,41895.72265625,18884608
2022-03-20 09:00:00+00:00,41890.7421875,41890.7421875,41886.73828125,41886.73828125,41886.73828125,0
2022-03-20 09:05:00+00:00,41879.2109375,41879.2109375,41855.06640625,41856.55859375,41856.55859375,22519808
2022-03-20 09:10:00+00:00,41849.9921875,41849.9921875,41846.66796875,41846.66796875,41846.66796875,12986368
2022-03-20 09:15:00+00:00,41843.4765625,41843.4765625,41812.546875,41812.546875,41812.546875,0
2022-03-20 09:20:00+00:00,41807.48046875,41807.48046875,41802.53515625,41802.53515625,41802.53515625,3315712
2022-03-20 09:25:00+00:00,41807.04296875,41807.04296875,41740.88671875,41740.88671875,41740.88671875,25952256
2022-03-20 09:30:00+00:00,41742.01171875,41742.01171875,41702.80078125,41724.203125,41724.203125,110696448
2022-03-20 09:35:00+00:00,41719.1953125,41730.921875,41719.1953125,41730.921875,41730.921875,108050432
2022-03-20 09:40:00+00:00,41741.81640625,41749.71875,41741.81640625,41745.51953125,41745.51953125,33994752
2022-03-20 09:45:00+00:00,41755.390625,41758.609375,41727.234375,41727.234375,41727.234375,28956672
2022-03-20 09:50:00+00:00,41736.9453125,41740.0703125,41732.0078125,41740.0703125,41740.0703125,27529216
2022-03-20 09:55:00+00:00,41750.53125,41772.703125,41750.53125,41769.6875,41769.6875,28463104
2022-03-20 10:00:00+00:00,41772.9296875,41779.19140625,41742.3125,41742.3125,41742.3125,0
2022-03-20 10:05:00+00:00,41742.1171875,41742.1796875,41726.61328125,41726.61328125,41726.61328125,73500672
2022-03-20 10:10:00+00:00,41715.25390625,41726.9453125,41715.25390625,41726.9453125,41726.9453125,42086400
2022-03-20 10:15:00+00:00,41725.0234375,41725.0234375,41694.49609375,41694.49609375,41694.49609375,15179776
2022-03-20 10:20:00+00:00,41702.78515625,41719.015625,41702.78515625,41717.39453125,41717.39453125,90857472
2022-03-20 10:25:00+00:00,41712.2109375,41712.2109375,41710.5703125,41710.5703125,41710.5703125,18546688
2022-03-20 10:30:00+00:00,41713.7109375,41760.48046875,41713.7109375,41760.48046875,41760.48046875,30967808
2022-03-20 10:35:00+00:00,41773.14453125,41781.83984375,41773.14453125,41781.83984375,41781.83984375,40763392
2022-03-20 10:40:00+00:00,41797.08203125,41820.27734375,41797.08203125,41814.8203125,41814.8203125,37588992
2022-03-20 10:45:00+00:00,41805.609375,41805.609375,41799.921875,41799.921875,41799.921875,4034560
2022-03-20 10:50:00+00:00,41799.1640625,41801.84375,41799.1640625,41801.828125,41801.828125,0
2022-03-20 10:55:00+00:00,41785.52734375,41785.52734375,41781.203125,41781.203125,41781.203125,1204224
2022-03-20 11:00:00+00:00,41778.98046875,41778.98046875,41774.43359375,41774.43359375,41774.43359375,0
2022-03-20 11:05:00+00:00,41788.82421875,41802.16796875,41788.82421875,41802.16796875,41802.16796875,12003328
2022-03-20 11:10:00+00:00,41805.9140625,41805.9140625,41773.06640625,41773.06640625,41773.06640625,13682688
2022-03-20 11:15:00+00:00,41771.0,41771.0,41740.6796875,41740.6796875,41740.6796875,0
2022-03-20 11:20:00+00:00,41741.97265625,41760.9765625,41741.78125,41760.9765625,41760.9765625,0
2022-03-20 11:25:00+00:00,41776.18359375,41778.0546875,41770.2890625,41770.2890625,41770.2890625,0
2022-03-20 11:30:00+00:00,41737.765625,41737.765625,41717.9921875,41717.9921875,41717.9921875,0
2022-03-20 11:35:00+00:00,41711.578125,41721.9765625,41711.578125,41721.9765625,41721.9765625,0
2022-03-20 11:40:00+00:00,41727.8828125,41727.8828125,41710.84375,41714.6953125,41714.6953125,12959744
2022-03-20 11:45:00+00:00,41713.14453125,41730.39453125,41713.14453125,41730.39453125,41730.39453125,2789376
2022-03-20 11:50:00+00:00,41729.03125,41729.03125,41692.08203125,41698.703125,41698.703125,0
2022-03-20 11:55:00+00:00,41718.125,41718.125,41652.20703125,41652.20703125,41652.20703125,34185216
2022-03-20 12:00:00+00:00,41640.84375,41654.50390625,41509.83203125,41509.83203125,41509.83203125,37308416
2022-03-20 12:05:00+00:00,41509.08984375,41512.20703125,41464.57421875,41464.57421875,41464.57421875,225208320
2022-03-20 12:10:00+00:00,41449.4609375,41459.203125,41437.24609375,41446.44921875,41446.44921875,101132288
2022-03-20 12:15:00+00:00,41442.9296875,41477.203125,41442.9296875,41477.203125,41477.203125,64385024
2022-03-20 12:20:00+00:00,41477.609375,41498.59375,41475.640625,41498.59375,41498.59375,81231872
2022-03-20 12:25:00+00:00,41506.703125,41556.7578125,41506.703125,41556.7578125,41556.7578125,59199488
2022-03-20 12:30:00+00:00,41553.8984375,41573.78125,41534.95703125,41573.78125,41573.78125,0
2022-03-20 12:35:00+00:00,41593.25,41635.9375,41593.25,41622.9765625,41622.9765625,54597632
2022-03-20 12:40:00+00:00,41611.015625,41661.05859375,41611.015625,41661.05859375,41661.05859375,68155392
2022-03-20 12:45:00+00:00,41678.2265625,41680.3984375,41658.1796875,41658.1796875,41658.1796875,11266048
2022-03-20 12:50:00+00:00,41663.7265625,41675.73046875,41663.7265625,41675.73046875,41675.73046875,0
2022-03-20 12:55:00+00:00,41668.56640625,41668.56640625,41664.1953125,41664.1953125,41664.1953125,0
2022-03-20 13:00:00+00:00,41658.89453125,41658.89453125,41658.89453125,41658.89453125,41658.89453125,0
2022-03-20 13:05:00+00:00,41649.69140625,41651.83984375,41618.2109375,41618.2109375,41618.2109375,0
2022-03-20 13:10:00+00:00,41647.2265625,41647.2265625,41602.296875,41602.296875,41602.296875,0
2022-03-20 13:15:00+00:00,41602.265625,41605.078125,41573.75,41573.75,41573.75,5527552
2022-03-20 13:20:00+00:00,41568.60546875,41571.453125,41559.984375,41561.97265625,41561.97265625,6776832
2022-03-20 13:25:00+00:00,41549.25,41549.25,41536.12109375,41547.328125,41547.328125,152895488
2022-03-20 13:30:00+00:00,41544.484375,41546.20703125,41537.15625,41546.20703125,41546.20703125,0
2022-03-20 13:35:00+00:00,41554.71484375,41554.71484375,41529.3984375,41529.3984375,41529.3984375,0
2022-03-20 13:40:00+00:00,41512.11328125,41526.7109375,41512.11328125,41526.7109375,41526.7109375,0
2022-03-20 13:45:00+00:00,41557.19140625,41584.1171875,41557.19140625,41584.1171875,41584.1171875,0
2022-03-20 13:50:00+00:00,41579.48046875,41579.48046875,41543.01953125,41543.01953125,41543.01953125,0
2022-03-20 13:55:00+00:00,41534.58984375,41534.58984375,41512.84375,41512.84375,41512.84375,25333760
2022-03-20 14:00:00+00:00,41510.1171875,41510.1171875,41509.015625,41509.015625,41509.015625,0
2022-03-20 14:05:00+00:00,41541.8671875,41541.8671875,41494.80078125,41522.0390625,41522.0390625,175044608
2022-03-20 14:10:00+00:00,41538.28125,41568.43359375,41538.28125,41568.43359375,41568.43359375,91541504
2022-03-20 14:15:00+00:00,41569.41015625,41582.74609375,41568.66015625,41582.74609375,41582.74609375,14585856
2022-03-20 14:20:00+00:00,41591.1015625,41591.1015625,41579.62890625,41579.62890625,41579.62890625,28925952
2022-03-20 14:25:00+00:00,41574.9140625,41574.9140625,41555.01953125,41555.01953125,41555.01953125,0
2022-03-20 14:30:00+00:00,41548.97265625,41549.1484375,41537.953125,41549.1484375,41549.1484375,0
2022-03-20 14:35:00+00:00,41558.546875,41558.546875,41547.53125,41547.53125,41547.53125,0
2022-03-20 14:40:00+00:00,41561.828125,41561.828125,41524.8515625,41524.8515625,41524.8515625,0
2022-03-20 14:45:00+00:00,41514.5625,41514.5625,41470.0546875,41470.0546875,41470.0546875,18780160
2022-03-20 14:50:00+00:00,41475.41015625,41475.42578125,41465.9140625,41470.44921875,41470.44921875,33613824
2022-03-20 14:55:00+00:00,41469.62109375,41469.62109375,41422.67578125,41422.67578125,41422.67578125,292864
2022-03-20 15:00:00+00:00,41416.5546875,41448.671875,41416.5546875,41448.671875,41448.671875,0
2022-03-20 15:05:00+00:00,41449.48046875,41449.48046875,41433.4296875,41445.87109375,41445.87109375,0
2022-03-20 15:10:00+00:00,41457.84765625,41489.66015625,41457.84765625,41489.66015625,41489.66015625,0
2022-03-20 15:15:00+00:00,41488.046875,41511.8984375,41488.046875,41511.8984375,41511.8984375,0
2022-03-20 15:20:00+00:00,41507.47265625,41507.47265625,41484.765625,41484.765625,41484.765625,0
2022-03-20 15:25:00+00:00,41406.35546875,41406.98828125,41406.35546875,41406.98828125,41406.98828125,0
2022-03-20 15:30:00+00:00,41374.48828125,41374.48828125,41353.40625,41353.40625,41353.40625,0
2022-03-20 15:35:00+00:00,41346.01171875,41346.01171875,41342.6953125,41342.6953125,41342.6953125,45991936
2022-03-20 15:40:00+00:00,41346.91796875,41352.984375,41341.87890625,41341.87890625,41341.87890625,0
2022-03-20 15:45:00+00:00,41343.35546875,41369.91015625,41343.35546875,41369.91015625,41369.91015625,806912
2022-03-20 15:50:00+00:00,41358.01171875,41358.01171875,41356.2265625,41356.2265625,41356.2265625,0
2022-03-20 15:55:00+00:00,41387.83984375,41388.4609375,41384.38671875,41388.4609375,41388.4609375,9566208
2022-03-20 16:00:00+00:00,41382.25,41382.25,41352.734375,41352.734375,41352.734375,0
2022-03-20 16:05:00+00:00,41321.06640625,41325.49609375,41308.97265625,41325.49609375,41325.49609375,0
2022-03-20 16:10:00+00:00,41350.5546875,41367.3125,41350.5546875,41367.3125,41367.3125,14370816
2022-03-20 16:15:00+00:00,41374.00390625,41446.55078125,41374.00390625,41446.55078125,41446.55078125,49115136
2022-03-20 16:20:00+00:00,41455.1171875,41455.1171875,41404.015625,41404.015625,41404.015625,81715200
2022-03-20 16:25:00+00:00,41394.81640625,41417.26953125,41394.78125,41414.22265625,41414.22265625,0
2022-03-20 16:30:00+00:00,41416.01953125,41441.45703125,41416.01953125,41441.45703125,41441.45703125,16963584
2022-03-20 16:35:00+00:00,41449.86328125,41454.95703125,41449.86328125,41450.44140625,41450.44140625,16650240
2022-03-20 16:40:00+00:00,41420.296875,41420.296875,41379.1015625,41379.1015625,41379.1015625,0
2022-03-20 16:45:00+00:00,41370.4453125,41375.33203125,41369.2734375,41375.33203125,41375.33203125,0
2022-03-20 16:50:00+00:00,41382.80859375,41401.75390625,41382.80859375,41392.1015625,41392.1015625,0
2022-03-20 16:55:00+00:00,41343.39453125,41343.39453125,41314.69921875,41314.69921875,41314.69921875,851968
2022-03-20 17:00:00+00:00,41320.4765625,41320.4765625,41276.59765625,41276.59765625,41276.59765625,0
2022-03-20 17:05:00+00:00,41267.33984375,41311.51171875,41267.33984375,41295.78515625,41295.78515625,57042944
2022-03-20 17:10:00+00:00,41280.8203125,41308.265625,41280.8203125,41308.265625,41308.265625,25481216
2022-03-20 17:15:00+00:00,41297.3984375,41331.0625,41297.3984375,41331.0625,41331.0625,0
2022-03-20 17:20:00+00:00,41325.35546875,41325.35546875,41258.09375,41258.09375,41258.09375,0
2022-03-20 17:25:00+00:00,41244.39453125,41244.39453125,41239.1640625,41239.1640625,41239.1640625,2078720
2022-03-20 17:30:00+00:00,41228.3671875,41228.3671875,41165.8046875,41165.8046875,41165.8046875,46307328
2022-03-20 17:35:00+00:00,41161.90234375,41161.90234375,41140.7890625,41140.7890625,41140.7890625,63315968
2022-03-20 17:40:00+00:00,41135.1796875,41135.1796875,41074.12890625,41074.12890625,41074.12890625,92461056
2022-03-20 17:45:00+00:00,41086.671875,41107.3125,41086.671875,41107.3125,41107.3125,169826304
2022-03-20 17:50:00+00:00,41091.3515625,41091.3515625,41035.40234375,41038.609375,41038.609375,62904320
2022-03-20 17:55:00+00:00,41018.90625,41018.90625,41010.63671875,41010.71875,41010.71875,72824832
2022-03-20 18:00:00+00:00,41031.7421875,41031.7421875,41008.828125,41031.09765625,41031.09765625,0
